codgeo,libgeo,zonage_rur
73025,Avressieux,tr3
73026,Avrieux,tr2
73027,Ayn,tr4
73028,La Balme,tr3
73029,Barberaz,tr6
73030,Barby,tr6
73031,Bassens,tr6
73032,La Bâthie,tr3
73033,La Bauche,tr3
73034,Beaufort,tr2
73036,Bellecombe-en-Bauges,tr3
73039,Belmont-Tramonet,tr3
73040,Bessans,tr2
73041,Betton-Bettonet,tr3
73042,Billième,tr4
73043,La Biolle,tr2
73047,Bonneval-sur-Arc,tr1
73048,Bonvillard,tr3
73049,Bonvillaret,tr2
73050,Bourdeau,tr4
73051,Le Bourget-du-Lac,tr4
73052,Bourget-en-Huile,tr2
73053,Bourgneuf,tr3
73054,Bourg-Saint-Maurice,tr5
73055,Bozel,tr2
73057,Brides-les-Bains,tr2
73058,La Bridoire,tr4
73059,Brison-Saint-Innocent,tr5
73061,Césarches,tr3
73063,Cevins,tr3
73064,Challes-les-Eaux,tr6
73065,Chambéry,tr6
73067,La Chambre,tr2
73068,Chamousset,tr3
73069,Chamoux-sur-Gelon,tr3
73070,Champagneux,tr3
73071,Champagny-en-Vanoise,tr2
73072,Champ-Laurent,tr3
73073,Chanaz,tr2
73074,La Chapelle,tr2
73075,La Chapelle-Blanche,tr3
73076,La Chapelle-du-Mont-du-Chat,tr4
73077,Les Chapelles,tr2
73078,La Chapelle-Saint-Martin,tr3
73079,Châteauneuf,tr3
73081,Le Châtelard,tr2
73082,La Chavanne,tr5
73083,Les Chavannes-en-Maurienne,tr2
73084,Chignin,tr4
73085,Chindrieux,tr2
73086,Cléry,tr4
73087,Cognin,tr6
73088,Cohennoz,tr2
73089,Coise-Saint-Jean-Pied-Gauthier,tr4
73090,La Compôte,tr1
73091,Conjux,tr2
73092,Corbel,tr4
73094,Crest-Voland,tr2
73095,La Croix-de-la-Rochette,tr2
73096,Cruet,tr3
73097,Curienne,tr4
73098,Les Déserts,tr4
73099,Détrier,tr2
73100,Domessin,tr3
73101,Doucy-en-Bauges,tr1
73103,Drumettaz-Clarafond,tr5
73104,Dullin,tr4
73105,Les Échelles,tr3
73106,École,tr1
73107,Entremont-le-Vieux,tr3
73109,Épierre,tr2
73110,Esserts-Blay,tr3
73113,Feissons-sur-Salins,tr2
73114,Flumet,tr2
73116,Fontcouverte-la-Toussuire,tr2
73117,Fourneaux,tr2
73119,Freney,tr1
73120,Fréterive,tr3
73121,Frontenex,tr5
73122,Gerbaix,tr4
73123,La Giettaz,tr2
73124,Gilly-sur-Isère,tr5
73128,Grésy-sur-Aix,tr5
73129,Grésy-sur-Isère,tr3
73130,Grignon,tr5
73131,Hautecour,tr2
73132,Hauteluce,tr2
73133,Hauteville,tr3
73135,La Tour-en-Maurienne,tr2
73137,Jacob-Bellecombette,tr6
73138,Jarrier,tr2
73139,Jarsy,tr1
73140,Jongieux,tr3
73141,Laissaud,tr5
73142,Landry,tr2
73145,Lépin-le-Lac,tr4
73146,Lescheraines,tr3
73147,Loisieux,tr4
73149,Lucey,tr4
73150,La Plagne Tarentaise,tr2
73151,Porte-de-Savoie,tr4
73152,Marcieux,tr4
73153,Marthod,tr3
73154,Mercury,tr5
73155,Méry,tr5
73156,Meyrieux-Trouet,tr4
73157,Modane,tr2
73159,Les Mollettes,tr3
73160,Montagnole,tr4
73161,Montagny,tr2
73162,Montailleur,tr3
73164,Montcel,tr3
73166,Montendry,tr1
73168,Montgilbert,tr2
73170,Monthion,tr5
73171,Montmélian,tr5
73173,Montricher-Albanne,tr2
73175,Montsapey,tr2
73176,Montvalezan,tr2
73177,Montvernier,tr2
73178,La Motte-en-Bauges,tr3
73179,La Motte-Servolex,tr6
73180,Motz,tr2
73181,Moûtiers,tr2
73182,Mouxy,tr5
73183,Myans,tr4
73184,Nances,tr4
73186,Notre-Dame-de-Bellecombe,tr1
73187,La Léchère,tr2
73188,Notre-Dame-des-Millières,tr5
73189,Notre-Dame-du-Cruet,tr2
73190,Notre-Dame-du-Pré,tr1
73191,Novalaise,tr4
73192,Le Noyer,tr2
73193,Ontex,tr3
73194,Orelle,tr1
73196,Pallud,tr5
73197,Peisey-Nancroix,tr2
73200,Planaise,tr4
73201,Planay,tr1
73202,Plancherine,tr5
73204,Le Pont-de-Beauvoisin,tr5
73205,Le Pontet,tr1
73206,Pralognan-la-Vanoise,tr2
73207,Presle,tr2
73208,Pugny-Chatenod,tr5
73210,Puygros,tr4
73211,Queige,tr3
73212,Val-d'Arc,tr2
73213,La Ravoire,tr6
73214,Rochefort,tr3
73215,Valgelon-La Rochette,tr2
73216,Rognaix,tr3
73217,Rotherens,tr2
73218,Ruffieux,tr2
73219,Saint-Alban-de-Montbel,tr4
73220,Saint-Alban-d'Hurtières,tr2
73221,Saint-Alban-des-Villards,tr1
73222,Saint-Alban-Leysse,tr6
73223,Saint-André,tr1
73224,Saint-Avre,tr2
73225,Saint-Baldoph,tr5
73226,Saint-Béron,tr3
73227,Courchevel,tr2
73228,Saint-Cassin,tr4
73229,Saint-Christophe,tr4
73230,Saint-Colomban-des-Villards,tr1
73231,Saint-Étienne-de-Cuines,tr2
73232,Sainte-Foy-Tarentaise,tr2
73233,Saint-Franc,tr3
73234,Saint-François-de-Sales,tr2
73235,Saint François Longchamp,tr1
73236,Saint-Genix-les-Villages,tr3
73237,Saint-Georges-d'Hurtières,tr2
73240,Sainte-Hélène-du-Lac,tr4
73241,Sainte-Hélène-sur-Isère,tr3
73242,Saint-Jean-d'Arves,tr1
73243,Saint-Jean-d'Arvey,tr5
73245,Saint-Jean-de-Chevelu,tr4
73246,Saint-Jean-de-Couz,tr4
73247,Saint-Jean-de-la-Porte,tr3
73248,Saint-Jean-de-Maurienne,tr5
73249,Saint-Jeoire-Prieuré,tr5
73250,Saint-Julien-Mont-Denis,tr2
73252,Saint-Léger,tr2
73253,Saint-Marcel,tr2
73254,Sainte-Marie-d'Alvey,tr3
73255,Sainte-Marie-de-Cuines,tr2
73256,Saint-Martin-d'Arc,tr2
73257,Les Belleville,tr2
73258,Saint-Martin-de-la-Porte,tr2
73259,Saint-Martin-sur-la-Chambre,tr2
73261,Saint-Michel-de-Maurienne,tr2
73262,Saint-Nicolas-la-Chapelle,tr2
73263,Saint-Offenge,tr2
73265,Saint-Ours,tr3
73267,Saint-Pancrace,tr2
73268,Saint-Paul-sur-Isère,tr3
73269,Saint-Paul,tr4
73270,Saint-Pierre-d'Albigny,tr3
73271,Saint-Pierre-d'Alvey,tr4
73272,Saint-Pierre-de-Belleville,tr2
73273,Saint-Pierre-de-Curtille,tr2
73274,Saint-Pierre-d'Entremont,tr3
73275,Saint-Pierre-de-Genebroz,tr3
73276,Saint-Pierre-de-Soucy,tr4
73277,Sainte-Reine,tr3
73278,Saint-Rémy-de-Maurienne,tr2
73280,Saint-Sorlin-d'Arves,tr2
73281,Saint-Sulpice,tr4
73282,Saint-Thibaud-de-Couz,tr4
73283,Saint-Vital,tr5
73284,Salins-Fontaine,tr2
73285,Séez,tr5
73286,Serrières-en-Chautagne,tr2
73288,Sonnaz,tr5
73289,La Table,tr2
73290,Val-Cenis,tr2
73292,Thénésol,tr4
73293,Thoiry,tr4
73294,La Thuile,tr4
73296,Tignes,tr2
73297,Tournon,tr5
73298,Tours-en-Savoie,tr3
73299,Traize,tr3
73300,Tresserve,tr5
73301,Trévignin,tr3
73302,La Trinité,tr2
73303,Ugine,tr5
73304,Val-d'Isère,tr2
73306,Valloire,tr2
73307,Valmeinier,tr1
73308,Venthon,tr5
73309,Verel-de-Montbel,tr3
73310,Verel-Pragondran,tr4
73311,Le Verneil,tr2
73312,Verrens-Arvey,tr5
73313,Verthemex,tr3
73314,Villard-d'Héry,tr3
73315,Villard-Léger,tr2
73316,Villard-Sallet,tr2
73317,Villard-sur-Doron,tr2
73318,Villarembert,tr1
73320,Villargondran,tr2
73322,Villarodin-Bourget,tr2
73323,Villaroger,tr2
73324,Villaroux,tr3
73326,Vimines,tr5
73327,Vions,tr2
73328,Viviers-du-Lac,tr5
73329,Voglans,tr5
73330,Yenne,tr3
74001,Abondance,tr2
74002,Alby-sur-Chéran,tr4
74003,Alex,tr4
74004,Allèves,tr4
74005,Allinges,tr5
74006,Allonzier-la-Caille,tr3
74007,Amancy,tr5
74008,Ambilly,tr6
74009,Andilly,tr3
74010,Annecy,tr6
74012,Annemasse,tr6
74013,Anthy-sur-Léman,tr5
74014,Arâches-la-Frasse,tr2
74015,Arbusigny,tr3
74016,Archamps,tr5
74018,Arenthon,tr3
74019,Argonay,tr5
74020,Armoy,tr5
74021,Arthaz-Pont-Notre-Dame,tr5
74024,Ayse,tr5
74025,Ballaison,tr3
74026,La Balme-de-Sillingy,tr5
74027,La Balme-de-Thuy,tr3
74029,Bassy,tr3
74030,La Baume,tr2
74031,Beaumont,tr3
74032,Bellevaux,tr2
74033,Bernex,tr3
74034,Le Biot,tr2
74035,Bloye,tr3
74036,Bluffy,tr4
74037,Boëge,tr3
74038,Bogève,tr3
74040,Bonne,tr5
74041,Bonnevaux,tr1
74042,Bonneville,tr5
74043,Bons-en-Chablais,tr5
74044,Bossey,tr5
74045,Le Bouchet-Mont-Charvin,tr1
74046,Boussy,tr3
74048,Brenthonne,tr3
74049,Brizon,tr3
74050,Burdignin,tr3
74051,Cercier,tr3
74052,Cernex,tr3
74053,Cervens,tr3
74054,Chainaz-les-Frasses,tr4
74055,Challonges,tr3
74056,Chamonix-Mont-Blanc,tr5
74057,Champanges,tr5
74058,La Chapelle-d'Abondance,tr2
74059,La Chapelle-Rambaud,tr3
74060,La Chapelle-Saint-Maurice,tr3
74061,Chapeiry,tr4
74062,Charvonnex,tr5
74063,Châtel,tr2
74064,Châtillon-sur-Cluses,tr3
74065,Chaumont,tr3
74066,Chavannaz,tr3
74067,Chavanod,tr5
74068,Chêne-en-Semine,tr3
74069,Chênex,tr3
74070,Chens-sur-Léman,tr3
74071,Chessenaz,tr3
74072,Chevaline,tr3
74073,Chevenoz,tr3
74074,Chevrier,tr3
74075,Chilly,tr3
74076,Choisy,tr3
74077,Clarafond-Arcine,tr3
74078,Clermont,tr3
74079,Les Clefs,tr3
74080,La Clusaz,tr2
74081,Cluses,tr5
74082,Collonges-sous-Salève,tr5
74083,Combloux,tr2
74085,Les Contamines-Montjoie,tr2
74086,Contamine-Sarzin,tr3
74087,Contamine-sur-Arve,tr5
74088,Copponex,tr3
74089,Cordon,tr2
74090,Cornier,tr3
74091,La Côte-d'Arbroz,tr2
74094,Cranves-Sales,tr5
74095,Crempigny-Bonneguête,tr3
74096,Cruseilles,tr3
74097,Cusy,tr4
74098,Cuvat,tr3
74099,Demi-Quartier,tr5
74100,Desingy,tr3
74101,Dingy-en-Vuache,tr3
74102,Dingy-Saint-Clair,tr4
74103,Domancy,tr2
74104,Doussard,tr3
74105,Douvaine,tr5
74106,Draillant,tr3
74107,Droisy,tr3
74108,Duingt,tr5
74109,Éloise,tr3
74111,Entrevernes,tr3
74112,Epagny Metz-Tessy,tr5
74114,Essert-Romand,tr2
74116,Etaux,tr5
74117,Étercy,tr4
74118,Étrembières,tr5
74119,Évian-les-Bains,tr5
74121,Excenevex,tr3
74122,Faucigny,tr3
74123,Faverges-Seythenex,tr5
74124,Feigères,tr3
74126,Fessy,tr3
74127,Féternes,tr3
74128,Fillinges,tr5
74129,La Forclaz,tr4
74130,Franclens,tr3
74131,Frangy,tr3
74133,Gaillard,tr6
74134,Les Gets,tr2
74135,Giez,tr3
74136,Le Grand-Bornand,tr2
74137,Groisy,tr3
74138,Gruffy,tr4
74139,Habère-Lullin,tr3
74140,Habère-Poche,tr3
74141,Hauteville-sur-Fier,tr4
74142,Héry-sur-Alby,tr4
74143,Les Houches,tr5
74144,Jonzier-Épagny,tr3
74145,Juvigny,tr3
74146,Larringes,tr3
74147,Lathuile,tr3
74148,Leschaux,tr4
74150,Loisin,tr5
74151,Lornay,tr3
74152,Lovagny,tr5
74153,Lucinges,tr5
74154,Lugrin,tr5
74155,Lullin,tr3
74156,Lully,tr3
74157,Lyaud,tr5
74158,Machilly,tr5
74159,Magland,tr3
74160,Manigod,tr2
74161,Marcellaz-Albanais,tr4
74162,Marcellaz,tr5
74163,Margencel,tr5
74164,Marignier,tr5
74165,Marigny-Saint-Marcel,tr3
74166,Marin,tr5
74167,Val de Chaise,tr3
74168,Marlioz,tr3
74169,Marnaz,tr5
74170,Massingy,tr3
74171,Massongy,tr5
74172,Maxilly-sur-Léman,tr5
74173,Megève,tr5
74174,Mégevette,tr3
74175,Meillerie,tr1
74176,Menthon-Saint-Bernard,tr4
74177,Menthonnex-en-Bornes,tr3
74178,Menthonnex-sous-Clermont,tr3
74179,Mésigny,tr4
74180,Messery,tr3
74183,Mieussy,tr3
74184,Minzier,tr3
74185,Monnetier-Mornex,tr3
74186,Montagny-les-Lanches,tr4
74188,Montriond,tr2
74189,Mont-Saxonnex,tr5
74190,Morillon,tr2
74191,Morzine,tr2
74192,Moye,tr3
74193,La Muraz,tr3
74194,Mûres,tr4
74195,Musièges,tr3
74196,Nancy-sur-Cluses,tr4
74197,Nangy,tr5
74198,Nâves-Parmelan,tr5
74199,Nernier,tr3
74200,Neuvecelle,tr5
74201,Neydens,tr5
74202,Nonglard,tr4
74203,Novel,tr1
74205,Onnion,tr3
74206,Orcier,tr3
74208,Passy,tr5
74209,Peillonnex,tr5
74210,Perrignier,tr3
74211,Pers-Jussy,tr3
74212,Glières-Val-de-Borne,tr2
74213,Poisy,tr5
74215,Praz-sur-Arly,tr2
74216,Présilly,tr3
74218,Publier,tr5
74219,Quintal,tr4
74220,Reignier-Ésery,tr5
74221,Le Reposoir,tr4
74222,Reyvroz,tr4
74223,La Rivière-Enverse,tr2
74224,La Roche-sur-Foron,tr5
74225,Rumilly,tr5
74226,Saint-André-de-Boëge,tr3
74228,Saint-Blaise,tr3
74229,Saint-Cergues,tr5
74231,Saint-Eusèbe,tr4
74232,Saint-Eustache,tr4
74233,Saint-Félix,tr4
74234,Saint-Ferréol,tr5
74235,Saint-Germain-sur-Rhône,tr3
74236,Saint-Gervais-les-Bains,tr5
74237,Saint-Gingolph,tr2
74238,Saint-Jean-d'Aulps,tr2
74239,Saint-Jean-de-Sixt,tr2
74240,Saint-Jean-de-Tholome,tr3
74241,Saint-Jeoire,tr5
74242,Saint-Jorioz,tr5
74243,Saint-Julien-en-Genevois,tr6
74244,Saint-Laurent,tr3
74249,Saint-Paul-en-Chablais,tr3
74250,Saint-Pierre-en-Faucigny,tr5
74252,Saint-Sigismond,tr4
74253,Saint-Sixt,tr5
74254,Saint-Sylvestre,tr4
74255,Sales,tr5
74256,Sallanches,tr5
74257,Sallenôves,tr3
74258,Samoëns,tr2
74259,Le Sappey,tr3
74260,Savigny,tr3
74261,Saxel,tr3
74262,Scientrier,tr3
74263,Sciez,tr5
74264,Scionzier,tr5
74265,Serraval,tr2
74266,Servoz,tr2
74267,Sevrier,tr5
74269,Seyssel,tr2
74271,Seytroux,tr2
74272,Sillingy,tr5
74273,Sixt-Fer-à-Cheval,tr2
74275,Talloires-Montmin,tr4
74276,Taninges,tr3
74278,Thyez,tr5
74279,Thollon-les-Mémises,tr2
74280,Thônes,tr5
74281,Thonon-les-Bains,tr5
74282,Fillière,tr3
74283,Thusy,tr4
74284,La Tour,tr3
74285,Usinens,tr3
74286,Vacheresse,tr3
74287,Vailly,tr3
74288,Valleiry,tr3
74289,Vallières-sur-Fier,tr3
74290,Vallorcine,tr2
74291,Vanzy,tr3
74292,Vaulx,tr4
74293,Veigy-Foncenex,tr3
74294,Verchaix,tr2
74295,La Vernaz,tr3
74296,Vers,tr3
74297,Versonnex,tr3
74298,Vétraz-Monthoux,tr5
74299,Veyrier-du-Lac,tr4
74301,Villard,tr3
74302,Les Villards-sur-Thônes,tr5
74303,Villaz,tr5
74304,Ville-en-Sallaz,tr5
74305,Ville-la-Grand,tr6
74306,Villy-le-Bouveret,tr3
74307,Villy-le-Pelloux,tr3
74308,Vinzier,tr3
74309,Viry,tr3
74310,Viuz-la-Chiésaz,tr4
74311,Viuz-en-Sallaz,tr5
74312,Vougy,tr5
74313,Vovray-en-Bornes,tr3
74314,Vulbens,tr3
74315,Yvoire,tr3
75056,Paris,tr6
76001,Allouville-Bellefosse,tr2
76002,Alvimare,tr2
76004,Ambrumesnil,tr3
76005,Amfreville-la-Mi-Voie,tr6
76006,Amfreville-les-Champs,tr2
76007,Anceaumeville,tr4
76008,Ancourt,tr4
76009,Ancourteville-sur-Héricourt,tr2
76010,Ancretiéville-Saint-Victor,tr3
76011,Ancretteville-sur-Mer,tr1
76012,Angerville-Bailleul,tr4
76013,Angerville-la-Martel,tr2
76014,Angerville-l'Orcher,tr4
76015,Angiens,tr2
76016,Anglesqueville-la-Bras-Long,tr2
76017,Anglesqueville-l'Esneval,tr4
76018,Val-de-Saâne,tr3
76019,Anneville-sur-Scie,tr4
76020,Anneville-Ambourville,tr4
76021,Annouville-Vilmesnil,tr4
76022,Anquetierville,tr2
76023,Anvéville,tr3
76024,Ardouval,tr1
76025,Argueil,tr3
76026,Arques-la-Bataille,tr4
76028,Aubéguimont,tr2
76029,Aubermesnil-aux-Érables,tr2
76030,Aubermesnil-Beaumais,tr4
76032,Auberville-la-Manuel,tr1
76033,Auberville-la-Renault,tr4
76034,Val-de-Scie,tr3
76035,Aumale,tr2
76036,Auppegard,tr3
76038,Authieux-Ratiéville,tr4
76039,Les Authieux-sur-le-Port-Saint-Ouen,tr4
76040,Autigny,tr2
76041,Les Hauts-de-Caux,tr2
76042,Auvilliers,tr1
76043,Auzebosc,tr5
76045,Auzouville-l'Esneval,tr4
76046,Auzouville-sur-Ry,tr4
76047,Auzouville-sur-Saâne,tr3
76048,Avesnes-en-Bray,tr2
76049,Avesnes-en-Val,tr1
76050,Avremesnil,tr3
76051,Bacqueville-en-Caux,tr3
76052,Bailleul-Neuville,tr2
76053,Baillolet,tr2
76054,Bailly-en-Rivière,tr3
76055,Baons-le-Comte,tr2
76056,Bardouville,tr4
76057,Barentin,tr5
76058,Baromesnil,tr1
76059,Bazinval,tr2
76060,Beaubec-la-Rosière,tr3
76062,Beaumont-le-Hareng,tr4
76063,Beauval-en-Caux,tr3
76064,Beaurepaire,tr4
76065,Beaussault,tr1
76066,Beautot,tr4
76067,Beauvoir-en-Lyons,tr2
76068,Bec-de-Mortagne,tr3
76069,Belbeuf,tr5
76070,Bellencombre,tr3
76071,Bellengreville,tr4
76072,Belleville-en-Caux,tr4
76074,La Bellière,tr2
76075,Belmesnil,tr3
76076,Bénarville,tr3
76077,Bénesville,tr2
76079,Bénouville,tr3
76082,Bernières,tr3
76083,Bertheauville,tr2
76084,Bertreville,tr1
76085,Bertreville-Saint-Ouen,tr3
76086,Bertrimont,tr4
76087,Berville-en-Caux,tr2
76088,Berville-sur-Seine,tr4
76090,Beuzeville-la-Grenier,tr3
76091,Beuzeville-la-Guérard,tr2
76092,Beuzevillette,tr3
76093,Bézancourt,tr1
76094,Bierville,tr4
76095,Bihorel,tr6
76096,Biville-la-Baignarde,tr3
76097,Biville-la-Rivière,tr2
76099,Blacqueville,tr3
76100,Blainville-Crevon,tr4
76101,Blangy-sur-Bresle,tr2
76103,Bonsecours,tr6
76104,Blosseville,tr1
76105,Le Bocasse,tr4
76106,Bois-d'Ennebourg,tr4
76107,Bois-Guilbert,tr4
76108,Bois-Guillaume,tr6
76109,Bois-Héroult,tr4
76110,Bois-Himont,tr2
76111,Bois-l'Évêque,tr4
76112,Le Bois-Robert,tr4
76113,Boissay,tr4
76114,Bolbec,tr5
76115,Bolleville,tr2
76116,Boos,tr4
76117,Bordeaux-Saint-Clair,tr3
76118,Bornambusc,tr4
76119,Bosc-Bérenger,tr4
76120,Bosc-Bordel,tr4
76121,Bosc-Édeline,tr4
76122,Callengeville,tr2
76123,Bosc-Guérard-Saint-Adrien,tr4
76124,Bosc-Hyons,tr2
76125,Bosc-le-Hard,tr4
76126,Bosc-Mesnil,tr3
76128,Bosville,tr2
76129,Boudeville,tr1
76130,Bouelles,tr2
76131,La Bouille,tr4
76132,Bourdainville,tr3
76133,Le Bourg-Dun,tr2
76134,Bourville,tr2
76135,Bouville,tr4
76136,Brachy,tr3
76138,Bracquetuit,tr3
76139,Bradiancourt,tr4
76140,Brametot,tr1
76141,Bréauté,tr3
76142,Brémontier-Merval,tr2
76143,Bretteville-du-Grand-Caux,tr3
76144,Bretteville-Saint-Laurent,tr2
76146,Buchy,tr4
76147,Bully,tr3
76148,Bures-en-Bray,tr3
76149,Butot,tr4
76151,Cailleville,tr2
76152,Cailly,tr4
76153,Calleville-les-Deux-Églises,tr3
76154,Campneuseville,tr2
76155,Canehan,tr2
76156,Canouville,tr2
76157,Canteleu,tr6
76158,Canville-les-Deux-Églises,tr2
76159,Cany-Barville,tr2
76160,Carville-la-Folletière,tr3
76161,Carville-Pot-de-Fer,tr2
76162,Le Catelier,tr2
76163,Catenay,tr4
76164,Rives-en-Seine,tr2
76165,Caudebec-lès-Elbeuf,tr5
76166,Le Caule-Sainte-Beuve,tr2
76167,Cauville-sur-Mer,tr4
76168,Les Cent-Acres,tr3
76169,La Cerlangue,tr4
76170,La Chapelle-du-Bourgay,tr4
76171,La Chapelle-Saint-Ouen,tr3
76172,La Chapelle-sur-Dun,tr1
76173,La Chaussée,tr4
76174,Cideville,tr4
76175,Clais,tr2
76176,Clasville,tr2
76177,Claville-Motteville,tr4
76178,Cléon,tr5
76179,Clères,tr4
76180,Cleuville,tr1
76181,Cléville,tr1
76182,Cliponville,tr2
76183,Colleville,tr2
76184,Colmesnil-Manneville,tr3
76185,Compainville,tr2
76186,Conteville,tr2
76187,Contremoulins,tr2
76188,Cottévrard,tr4
76189,Crasville-la-Mallet,tr1
76190,Crasville-la-Rocquefort,tr2
76192,Criel-sur-Mer,tr2
76193,La Crique,tr4
76194,Criquebeuf-en-Caux,tr2
76195,Criquetot-le-Mauconduit,tr2
76196,Criquetot-l'Esneval,tr4
76197,Criquetot-sur-Longueville,tr3
76198,Criquetot-sur-Ouville,tr3
76199,Criquiers,tr2
76200,Critot,tr4
76201,Croisy-sur-Andelle,tr4
76202,Croixdalle,tr2
76203,Croix-Mare,tr3
76204,Cropus,tr3
76205,Crosville-sur-Scie,tr4
76206,Cuverville,tr4
76207,Cuverville-sur-Yères,tr1
76208,Cuy-Saint-Fiacre,tr2
76209,Dampierre-en-Bray,tr2
76210,Dampierre-Saint-Nicolas,tr3
76211,Dancourt,tr1
76212,Darnétal,tr6
76213,Daubeuf-Serville,tr3
76214,Dénestanville,tr3
76216,Déville-lès-Rouen,tr6
76217,Dieppe,tr5
76218,Doudeauville,tr1
76219,Doudeville,tr2
76220,Douvrend,tr3
76221,Drosay,tr1
76222,Duclair,tr4
76223,Écalles-Alix,tr3
76224,Écrainville,tr4
76225,Écretteville-lès-Baons,tr2
76226,Écretteville-sur-Mer,tr1
76227,Ectot-l'Auber,tr3
76228,Ectot-lès-Baons,tr3
76229,Elbeuf-en-Bray,tr2
76230,Elbeuf-sur-Andelle,tr4
76231,Elbeuf,tr5
76232,Életot,tr2
76233,Ellecourt,tr2
76234,Émanville,tr4
76235,Envermeu,tr3
76236,Envronville,tr2
76237,Épinay-sur-Duclair,tr3
76238,Épouville,tr5
76239,Épretot,tr4
76240,Épreville,tr3
76241,Ermenouville,tr1
76242,Ernemont-la-Villette,tr1
76243,Ernemont-sur-Buchy,tr4
76244,Esclavelles,tr3
76245,Eslettes,tr5
76247,Esteville,tr4
76249,Étaimpuis,tr4
76250,Étainhus,tr4
76251,Étalleville,tr2
76252,Étalondes,tr2
76253,Étoutteville,tr3
76254,Étretat,tr3
76255,Eu,tr5
76257,Fallencourt,tr1
76258,Terres-de-Caux,tr2
76259,Fécamp,tr5
76260,Ferrières-en-Bray,tr5
76261,La Ferté-Saint-Samson,tr2
76262,Fesques,tr1
76263,La Feuillie,tr3
76264,Flamanville,tr3
76265,Flamets-Frétils,tr1
76266,Flocques,tr2
76268,Fongueusemare,tr4
76269,Fontaine-en-Bray,tr2
76270,Fontaine-la-Mallet,tr5
76271,Fontaine-le-Bourg,tr4
76272,Fontaine-le-Dun,tr2
76273,Fontaine-sous-Préaux,tr5
76274,La Fontelaye,tr3
76275,Fontenay,tr5
76276,Forges-les-Eaux,tr2
76278,Foucarmont,tr2
76279,Foucart,tr2
76280,Fréauville,tr2
76281,La Frénaye,tr5
76282,Freneuse,tr4
76283,Fresles,tr3
76284,Fresnay-le-Long,tr4
76285,Fresne-le-Plan,tr4
76286,Fresnoy-Folny,tr2
76287,Fresquiennes,tr4
76288,Freulleville,tr3
76289,Saint Martin de l'If,tr3
76290,Frichemesnil,tr4
76291,Froberville,tr2
76292,Fry,tr3
76293,Fultot,tr1
76294,La Gaillarde,tr2
76295,Gaillefontaine,tr2
76296,Gainneville,tr5
76297,Gancourt-Saint-Étienne,tr1
76298,Ganzeville,tr2
76299,Gerponville,tr2
76300,Gerville,tr3
76302,Goderville,tr4
76303,Gommerville,tr4
76304,Gonfreville-Caillot,tr3
76305,Gonfreville-l'Orcher,tr6
76306,Gonnetot,tr2
76307,Gonneville-la-Mallet,tr4
76308,Gonneville-sur-Scie,tr3
76309,Gonzeville,tr2
76311,Goupillières,tr4
76312,Gournay-en-Bray,tr5
76313,Gouy,tr4
76314,Graimbouville,tr4
76315,Grainville-la-Teinturière,tr2
76316,Grainville-sur-Ry,tr4
76317,Grainville-Ymauville,tr3
76318,Grand-Camp,tr2
76319,Grand-Couronne,tr5
76320,Grandcourt,tr1
76321,Les Grandes-Ventes,tr2
76322,Le Grand-Quevilly,tr6
76323,Graval,tr1
76324,Grèges,tr4
76325,Grémonville,tr3
76327,Greuville,tr2
76328,Grigneuseville,tr4
76329,Gruchet-le-Valasse,tr5
76330,Gruchet-Saint-Siméon,tr2
76331,Grugny,tr4
76332,Grumesnil,tr2
76333,Guerville,tr2
76334,Gueures,tr3
76335,Gueutteville,tr4
76336,Gueutteville-les-Grès,tr2
76338,La Hallotière,tr3
76339,Le Hanouard,tr2
76340,Harcanville,tr2
76341,Harfleur,tr6
76342,Hattenville,tr2
76343,Haucourt,tr1
76344,Haudricourt,tr1
76345,Haussez,tr1
76346,Hautot-l'Auvray,tr2
76347,Hautot-le-Vatois,tr2
76348,Hautot-Saint-Sulpice,tr2
76349,Hautot-sur-Mer,tr5
76350,Hautot-sur-Seine,tr4
76351,Le Havre,tr6
76352,La Haye,tr4
76353,Héberville,tr2
76354,Hénouville,tr4
76355,Héricourt-en-Caux,tr2
76356,Hermanville,tr3
76357,Hermeville,tr4
76358,Le Héron,tr4
76359,Héronchelles,tr4
76360,Heugleville-sur-Scie,tr3
76361,Heuqueville,tr4
76362,Heurteauville,tr3
76363,Hodeng-au-Bosc,tr2
76364,Hodeng-Hodenger,tr2
76365,Houdetot,tr1
76366,Le Houlme,tr5
76367,Houppeville,tr5
76368,Houquetot,tr3
76369,La Houssaye-Béranger,tr4
76370,Hugleville-en-Caux,tr4
76371,Les Ifs,tr1
76372,Illois,tr1
76373,Imbleville,tr3
76374,Incheville,tr2
76375,Ingouville,tr2
76377,Isneauville,tr5
76378,Jumièges,tr3
76379,Lamberville,tr2
76380,Lammerville,tr1
76381,Landes-Vieilles-et-Neuves,tr1
76382,Lanquetot,tr3
76383,Lestanville,tr3
76384,Lillebonne,tr5
76385,Limésy,tr4
76386,Limpiville,tr2
76387,Lindebeuf,tr3
76388,Lintot,tr2
76389,Lintot-les-Bois,tr3
76390,Les Loges,tr3
76391,La Londe,tr5
76392,Londinières,tr2
76393,Longmesnil,tr1
76394,Longroy,tr2
76395,Longueil,tr3
76396,Longuerue,tr4
76397,Longueville-sur-Scie,tr3
76398,Louvetot,tr2
76399,Lucy,tr1
76400,Luneray,tr2
76401,Arelaune-en-Seine,tr2
