codgeo,libgeo,zonage_rur
28350,Saint-Luperce,tr4
28351,Saint-Maixme-Hauterive,tr3
28352,Saint-Martin-de-Nigelles,tr4
28353,Saint-Maur-sur-le-Loir,tr1
28354,Saint-Maurice-Saint-Germain,tr1
28355,Saint-Ouen-Marchefroy,tr4
28357,Saint-Piat,tr4
28358,Saint-Prest,tr5
28359,Saint-Rémy-sur-Avre,tr5
28360,Saint-Sauveur-Marville,tr3
28362,Saint-Victor-de-Buthon,tr1
28363,Sainville,tr3
28364,Sancheville,tr3
28365,Sandarville,tr4
28366,Santeuil,tr3
28367,Santilly,tr1
28368,La Saucelle,tr1
28369,Saulnières,tr2
28370,Saumeray,tr3
28371,Saussay,tr5
28372,Senantes,tr4
28373,Senonches,tr2
28374,Serazereux,tr3
28375,Serville,tr4
28377,Sorel-Moussel,tr3
28378,Souancé-au-Perche,tr2
28379,Soulaires,tr3
28380,Sours,tr4
28382,Terminiers,tr3
28383,Theuville,tr4
28385,Le Thieulin,tr4
28386,Thimert-Gâtelles,tr3
28387,Thiron-Gardais,tr2
28388,Thivars,tr4
28389,Thiville,tr1
28390,Tillay-le-Péneux,tr2
28391,Toury,tr2
28392,Trancrainville,tr3
28393,Tremblay-les-Villages,tr3
28394,Tréon,tr2
28395,Trizay-Coutretot-Saint-Serge,tr2
28396,Trizay-lès-Bonneval,tr1
28397,Umpeau,tr3
28398,Unverre,tr1
28400,Varize,tr1
28401,Vaupillon,tr2
28403,Ver-lès-Chartres,tr5
28404,Vernouillet,tr5
28405,Vert-en-Drouais,tr3
28406,Éole-en-Beauce,tr3
28407,Vichères,tr1
28408,Vierville,tr3
28409,Vieuvicq,tr3
28410,Villampuy,tr3
28411,Villars,tr4
28414,Villebon,tr3
28415,Villemeux-sur-Eure,tr3
28417,Villiers-le-Morhier,tr4
28418,Villiers-Saint-Orien,tr1
28419,Vitray-en-Beauce,tr4
28421,Voise,tr3
28422,Les Villages Vovéens,tr3
28423,Yermenonville,tr3
28424,Yèvres,tr2
28425,Ymeray,tr3
28426,Ymonville,tr3
29001,Argol,tr2
29002,Arzano,tr2
29003,Audierne,tr2
29004,Bannalec,tr2
29005,Baye,tr2
29006,Bénodet,tr5
29007,Berrien,tr2
29008,Beuzec-Cap-Sizun,tr2
29010,Bodilis,tr2
29011,Bohars,tr5
29012,Bolazec,tr1
29013,Botmeur,tr1
29014,Botsorhel,tr3
29015,Bourg-Blanc,tr4
29016,Brasparts,tr2
29017,Brélès,tr4
29018,Brennilis,tr2
29019,Brest,tr6
29020,Briec,tr4
29021,Plounéour-Brignogan-plages,tr2
29022,Camaret-sur-Mer,tr2
29023,Carantec,tr3
29024,Carhaix-Plouguer,tr5
29025,Cast,tr2
29026,Châteaulin,tr2
29027,Châteauneuf-du-Faou,tr2
29028,Cléden-Cap-Sizun,tr2
29029,Cléden-Poher,tr2
29030,Cléder,tr2
29031,Clohars-Carnoët,tr2
29032,Clohars-Fouesnant,tr5
29033,Le Cloître-Pleyben,tr1
29034,Le Cloître-Saint-Thégonnec,tr3
29035,Coat-Méal,tr4
29036,Collorec,tr2
29037,Combrit,tr4
29038,Commana,tr2
29039,Concarneau,tr5
29040,Le Conquet,tr4
29041,Coray,tr3
29042,Crozon,tr2
29043,Daoulas,tr3
29044,Dinéault,tr2
29045,Dirinon,tr3
29046,Douarnenez,tr5
29047,Le Drennec,tr3
29048,Edern,tr4
29049,Elliant,tr4
29051,Ergué-Gabéric,tr4
29053,Le Faou,tr3
29054,La Feuillée,tr2
29055,Le Folgoët,tr5
29056,La Forest-Landerneau,tr4
29057,La Forêt-Fouesnant,tr3
29058,Fouesnant,tr5
29059,Garlan,tr4
29060,Gouesnach,tr5
29061,Gouesnou,tr5
29062,Gouézec,tr3
29063,Goulien,tr2
29064,Goulven,tr2
29065,Gourlizon,tr4
29066,Guengat,tr4
29067,Guerlesquin,tr2
29068,Guiclan,tr2
29069,Guilers,tr5
29070,Guiler-sur-Goyen,tr3
29071,Guilligomarc'h,tr2
29072,Guilvinec,tr5
29073,Guimaëc,tr2
29074,Guimiliau,tr2
29075,Guipavas,tr5
29076,Milizac-Guipronvel,tr4
29077,Guissény,tr3
29078,Hanvec,tr3
29079,Henvic,tr3
29080,Hôpital-Camfrout,tr3
29081,Huelgoat,tr2
29082,Île-de-Batz,tr2
29083,Île-de-Sein,tr1
29084,Île-Molène,tr1
29085,Île-Tudy,tr4
29086,Irvillac,tr3
29087,Le Juch,tr3
29089,Kergloff,tr2
29090,Kerlaz,tr3
29091,Kerlouan,tr3
29093,Kernilis,tr3
29094,Kernouës,tr3
29095,Kersaint-Plabennec,tr4
29097,Lampaul-Guimiliau,tr5
29098,Lampaul-Plouarzel,tr4
29099,Lampaul-Ploudalmézeau,tr3
29100,Lanarvily,tr3
29101,Landéda,tr3
29102,Landeleau,tr2
29103,Landerneau,tr5
29104,Landévennec,tr1
29105,Landivisiau,tr5
29106,Landrévarzec,tr4
29107,Landudal,tr4
29108,Landudec,tr3
29109,Landunvez,tr4
29110,Langolen,tr4
29111,Lanhouarneau,tr2
29112,Lanildut,tr4
29113,Lanmeur,tr3
29114,Lannéanou,tr3
29115,Lannédern,tr2
29116,Lanneuffret,tr2
29117,Lannilis,tr4
29119,Lanrivoaré,tr4
29120,Lanvéoc,tr2
29122,Laz,tr2
29123,Lennon,tr2
29124,Lesneven,tr5
29125,Leuhan,tr3
29126,Loc-Brévalaire,tr3
29128,Loc-Eguiner,tr2
29130,Locmaria-Plouzané,tr4
29131,Locmélar,tr2
29132,Locquénolé,tr4
29133,Locquirec,tr2
29134,Locronan,tr3
29135,Loctudy,tr3
29136,Locunolé,tr2
29137,Logonna-Daoulas,tr4
29139,Lopérec,tr2
29140,Loperhet,tr4
29141,Loqueffret,tr1
29142,Lothey,tr3
29143,Mahalon,tr2
29144,La Martyre,tr2
29145,Confort-Meilars,tr2
29146,Melgven,tr3
29147,Mellac,tr2
29148,Mespaul,tr2
29150,Moëlan-sur-Mer,tr2
29151,Morlaix,tr5
29152,Motreff,tr2
29153,Névez,tr2
29155,Ouessant,tr2
29156,Pencran,tr5
29158,Penmarch,tr2
29159,Peumerit,tr4
29160,Plabennec,tr5
29161,Pleuven,tr5
29162,Pleyben,tr2
29163,Pleyber-Christ,tr3
29165,Plobannalec-Lesconil,tr3
29166,Ploéven,tr3
29167,Plogastel-Saint-Germain,tr4
29168,Plogoff,tr2
29169,Plogonnec,tr4
29170,Plomelin,tr4
29171,Plomeur,tr2
29172,Plomodiern,tr2
29173,Plonéis,tr4
29174,Plonéour-Lanvern,tr3
29175,Plonévez-du-Faou,tr2
29176,Plonévez-Porzay,tr3
29177,Plouarzel,tr4
29178,Ploudalmézeau,tr4
29179,Ploudaniel,tr3
29180,Ploudiry,tr2
29181,Plouédern,tr3
29182,Plouégat-Guérand,tr3
29183,Plouégat-Moysan,tr3
29184,Plouénan,tr2
29185,Plouescat,tr2
29186,Plouezoc'h,tr4
29187,Plougar,tr2
29188,Plougasnou,tr3
29189,Plougastel-Daoulas,tr5
29190,Plougonvelin,tr4
29191,Plougonven,tr4
29192,Plougoulm,tr2
29193,Plougourvest,tr2
29195,Plouguerneau,tr3
29196,Plouguin,tr4
29197,Plouhinec,tr2
29198,Plouider,tr2
29199,Plouigneau,tr3
29201,Ploumoguer,tr4
29202,Plounéour-Ménez,tr3
29204,Plounéventer,tr2
29205,Plounévézel,tr2
29206,Plounévez-Lochrist,tr2
29207,Plourin-lès-Morlaix,tr4
29208,Plourin,tr4
29209,Plouvien,tr4
29210,Plouvorn,tr2
29211,Plouyé,tr1
29212,Plouzané,tr5
29213,Plouzévédé,tr2
29214,Plovan,tr3
29215,Plozévet,tr3
29216,Pluguffan,tr4
29217,Pont-Aven,tr2
29218,Pont-Croix,tr2
29220,Pont-l'Abbé,tr5
29221,Porspoder,tr4
29222,Port-Launay,tr2
29224,Pouldergat,tr3
29225,Pouldreuzic,tr3
29226,Poullan-sur-Mer,tr2
29227,Poullaouen,tr2
29228,Primelin,tr2
29229,Quéménéven,tr3
29230,Querrien,tr2
29232,Quimper,tr6
29233,Quimperlé,tr5
29234,Rédené,tr3
29235,Le Relecq-Kerhuon,tr5
29236,Riec-sur-Bélon,tr2
29237,La Roche-Maurice,tr3
29238,Roscanvel,tr2
29239,Roscoff,tr5
29240,Rosnoën,tr2
29241,Rosporden,tr3
29243,Saint-Coulitz,tr2
29244,Saint-Derrien,tr2
29245,Saint-Divy,tr4
29246,Saint-Eloy,tr2
29247,Saint-Évarzec,tr4
29248,Saint-Frégant,tr3
29249,Saint-Goazec,tr2
29250,Saint-Hernin,tr2
29251,Saint-Jean-du-Doigt,tr3
29252,Saint-Jean-Trolimon,tr3
29254,Saint-Martin-des-Champs,tr5
29255,Saint-Méen,tr3
29256,Saint-Nic,tr2
29257,Saint-Pabu,tr4
29259,Saint-Pol-de-Léon,tr5
29260,Saint-Renan,tr5
29261,Saint-Rivoal,tr1
29262,Saint-Sauveur,tr2
29263,Saint-Ségal,tr2
29264,Saint-Servais,tr3
29265,Sainte-Sève,tr4
29266,Saint-Thégonnec Loc-Eguiner,tr3
29267,Saint-Thois,tr3
29268,Saint-Thonan,tr4
29269,Saint-Thurien,tr2
29270,Saint-Urbain,tr3
29271,Saint-Vougay,tr2
29272,Saint-Yvi,tr4
29273,Santec,tr2
29274,Scaër,tr2
29275,Scrignac,tr1
29276,Sibiril,tr2
29277,Sizun,tr2
29278,Spézet,tr2
29279,Taulé,tr3
29280,Telgruc-sur-Mer,tr2
29281,Tourch,tr3
29282,Trébabu,tr4
29284,Treffiagat,tr5
29285,Tréflaouénan,tr2
29286,Tréflévénez,tr1
29287,Tréflez,tr2
29288,Trégarantec,tr3
29289,Trégarvan,tr1
29290,Tréglonou,tr3
29291,Trégourez,tr3
29292,Tréguennec,tr3
29293,Trégunc,tr2
29294,Le Tréhou,tr2
29295,Trémaouézan,tr3
29296,Tréméoc,tr4
29297,Tréméven,tr2
29298,Tréogat,tr3
29299,Tréouergat,tr4
29300,Le Trévoux,tr2
29301,Trézilidé,tr2
29302,Pont-de-Buis-lès-Quimerch,tr2
2A001,Afa,tr4
2A004,Ajaccio,tr5
2A006,Alata,tr4
2A008,Albitreccia,tr4
2A011,Altagène,tr2
2A014,Ambiegna,tr4
2A017,Appietto,tr4
2A018,Arbellara,tr1
2A019,Arbori,tr3
2A021,Argiusta-Moriccio,tr3
2A022,Arro,tr4
2A024,Aullène,tr1
2A026,Azilone-Ampaza,tr4
2A027,Azzana,tr3
2A028,Balogna,tr3
2A031,Bastelica,tr4
2A032,Bastelicaccia,tr4
2A035,Belvédère-Campomoro,tr1
2A038,Bilia,tr1
2A040,Bocognano,tr4
2A041,Bonifacio,tr2
2A048,Calcatoggio,tr4
2A056,Campo,tr4
2A060,Cannelle,tr4
2A061,Carbini,tr1
2A062,Carbuccia,tr4
2A064,Cardo-Torgia,tr4
2A065,Cargèse,tr2
2A066,Cargiaca,tr3
2A070,Casaglione,tr4
2A071,Casalabriva,tr1
2A085,Cauro,tr4
2A089,Ciamannacce,tr4
2A090,Coggia,tr3
2A091,Cognocoli-Monticchi,tr3
2A092,Conca,tr2
2A094,Corrano,tr4
2A098,Coti-Chiavari,tr3
2A099,Cozzano,tr3
2A100,Cristinacce,tr3
2A103,Cuttoli-Corticchiato,tr4
2A104,Eccica-Suarella,tr4
2A108,Évisa,tr1
2A114,Figari,tr2
2A115,Foce,tr1
2A117,Forciolo,tr4
2A118,Fozzano,tr1
2A119,Frasseto,tr4
2A127,Giuncheto,tr1
2A128,Granace,tr1
2A129,Grossa,tr1
2A130,Grosseto-Prugna,tr4
2A131,Guagno,tr4
2A132,Guargualé,tr4
2A133,Guitera-les-Bains,tr3
2A139,Lecci,tr2
2A141,Letia,tr3
2A142,Levie,tr2
2A144,Lopigna,tr4
2A146,Loreto-di-Tallano,tr3
2A154,Marignana,tr3
2A158,Mela,tr1
2A160,Moca-Croce,tr4
2A163,Monacia-d'Aullène,tr2
2A174,Murzo,tr3
2A181,Ocana,tr4
2A186,Olivese,tr3
2A189,Olmeto,tr2
2A191,Olmiccia,tr1
2A196,Orto,tr3
2A197,Osani,tr1
2A198,Ota,tr1
2A200,Palneca,tr3
2A203,Partinello,tr1
2A204,Pastricciola,tr4
2A209,Peri,tr4
2A211,Petreto-Bicchisano,tr3
2A212,Piana,tr2
2A215,Pianottoli-Caldarello,tr2
2A228,Pietrosella,tr4
2A232,Pila-Canale,tr4
2A240,Poggiolo,tr4
2A247,Porto-Vecchio,tr5
2A249,Propriano,tr2
2A253,Quasquara,tr4
2A254,Quenza,tr1
2A258,Renno,tr3
2A259,Rezza,tr4
2A262,Rosazia,tr4
2A266,Salice,tr4
2A268,Sampolo,tr3
2A269,Sari-Solenzara,tr2
2A270,Sari-d'Orcino,tr4
2A271,Sarrola-Carcopino,tr4
2A272,Sartène,tr2
2A276,Serra-di-Ferro,tr1
2A278,Serra-di-Scopamène,tr1
2A279,Serriera,tr1
2A282,Soccia,tr3
2A284,Sollacaro,tr1
2A285,Sorbollano,tr1
2A288,Sotta,tr1
2A295,Sant'Andréa-d'Orcino,tr4
2A300,San-Gavino-di-Carbini,tr2
2A308,Sainte-Lucie-de-Tallano,tr2
2A310,Santa-Maria-Figaniella,tr1
2A312,Santa-Maria-Siché,tr4
2A322,Tasso,tr4
2A323,Tavaco,tr4
2A324,Tavera,tr4
2A326,Tolla,tr4
2A330,Ucciani,tr4
2A331,Urbalacone,tr4
2A336,Valle-di-Mezzana,tr4
2A345,Vero,tr4
2A348,Vico,tr3
2A349,Viggianello,tr2
2A351,Villanova,tr4
2A357,Zérubia,tr3
2A358,Zévaco,tr4
2A359,Zicavo,tr1
2A360,Zigliara,tr4
2A362,Zonza,tr2
2A363,Zoza,tr3
2B002,Aghione,tr1
2B003,Aiti,tr1
2B005,Alando,tr3
2B007,Albertacce,tr1
2B009,Aléria,tr2
2B010,Algajola,tr2
2B012,Altiani,tr1
2B013,Alzi,tr1
2B015,Ampriani,tr1
2B016,Antisanti,tr1
2B020,Aregno,tr2
2B023,Asco,tr1
2B025,Avapessa,tr2
2B029,Barbaggio,tr4
2B030,Barrettali,tr3
2B033,Bastia,tr5
2B034,Belgodère,tr2
2B036,Bigorno,tr3
2B037,Biguglia,tr5
2B039,Bisinchi,tr3
2B042,Borgo,tr5
2B043,Brando,tr4
2B045,Bustanico,tr3
2B046,Cagnano,tr3
2B047,Calacuccia,tr2
2B049,Calenzana,tr2
2B050,Calvi,tr5
2B051,Cambia,tr3
2B052,Campana,tr4
2B053,Campi,tr1
2B054,Campile,tr4
2B055,Campitello,tr3
2B057,Canale-di-Verde,tr1
2B058,Canari,tr3
2B059,Canavaggia,tr1
2B063,Carcheto-Brustico,tr3
2B067,Carpineto,tr1
2B068,Carticasi,tr3
2B069,Casabianca,tr3
2B072,Casalta,tr3
2B073,Casamaccioli,tr1
2B074,Casanova,tr2
2B075,Casevecchie,tr1
2B077,Castellare-di-Casinca,tr3
2B078,Castellare-di-Mercurio,tr1
2B079,Castello-di-Rostino,tr3
2B080,Castifao,tr2
2B081,Castiglione,tr1
2B082,Castineta,tr1
2B083,Castirla,tr1
2B084,Cateri,tr2
2B086,Centuri,tr1
2B087,Cervione,tr2
2B088,Chiatra,tr1
2B093,Corbara,tr2
2B095,Corscia,tr1
2B096,Corte,tr5
2B097,Costa,tr1
2B101,Croce,tr3
2B102,Crocicchia,tr3
2B105,Erbajolo,tr1
2B106,Érone,tr3
2B107,Ersa,tr1
2B109,Farinole,tr3
2B110,Favalello,tr1
2B111,Felce,tr1
2B112,Feliceto,tr1
2B113,Ficaja,tr3
2B116,Focicchia,tr1
2B120,Furiani,tr5
2B121,Galéria,tr1
2B122,Gavignano,tr1
2B123,Ghisonaccia,tr2
2B124,Ghisoni,tr1
2B125,Giocatojo,tr3
2B126,Giuncaggio,tr1
2B134,L'Île-Rousse,tr2
2B135,Isolaccio-di-Fiumorbo,tr1
2B136,Lama,tr1
2B137,Lano,tr3
2B138,Lavatoggio,tr2
2B140,Lento,tr4
2B143,Linguizzetta,tr1
2B145,Loreto-di-Casinca,tr3
2B147,Lozzi,tr2
2B148,Lucciana,tr5
2B149,Lugo-di-Nazza,tr1
2B150,Lumio,tr2
2B152,Luri,tr3
2B153,Manso,tr1
2B155,Matra,tr1
2B156,Mausoléo,tr1
2B157,Mazzola,tr1
2B159,Meria,tr1
2B161,Moïta,tr1
2B162,Moltifao,tr2
2B164,Monacia-d'Orezza,tr4
2B165,Moncale,tr2
2B166,Monte,tr3
2B167,Montegrosso,tr1
2B168,Monticello,tr2
2B169,Morosaglia,tr2
2B170,Morsiglia,tr1
2B171,Muracciole,tr1
2B172,Murato,tr3
2B173,Muro,tr1
2B175,Nessa,tr1
2B176,Nocario,tr3
2B177,Noceta,tr1
2B178,Nonza,tr3
2B179,Novale,tr1
2B180,Novella,tr1
2B182,Occhiatana,tr1
2B183,Ogliastro,tr4
2B184,Olcani,tr4
2B185,Oletta,tr3
2B187,Olmeta-di-Capocorso,tr4
2B188,Olmeta-di-Tuda,tr3
2B190,Olmi-Cappella,tr1
2B192,Olmo,tr3
2B193,Omessa,tr2
2B194,Ortale,tr1
2B195,Ortiporio,tr3
2B199,Palasca,tr1
2B201,Pancheraccia,tr1
2B202,Parata,tr1
2B205,Patrimonio,tr3
2B206,Penta-Acquatella,tr4
2B207,Penta-di-Casinca,tr3
2B208,Perelli,tr1
2B210,Pero-Casevecchie,tr3
2B213,Pianello,tr3
2B214,Piano,tr3
2B216,Piazzali,tr1
2B217,Piazzole,tr3
2B218,Piedicorte-di-Gaggio,tr1
2B219,Piedicroce,tr3
2B220,Piedigriggio,tr1
2B221,Piedipartino,tr4
2B222,Pie-d'Orezza,tr4
2B223,Pietralba,tr2
2B224,Pietracorbara,tr4
2B225,Pietra-di-Verde,tr1
2B226,Pietraserena,tr1
2B227,Pietricaggio,tr1
2B229,Pietroso,tr2
2B230,Piève,tr4
2B231,Pigna,tr1
2B233,Pino,tr3
2B234,Piobetta,tr1
2B235,Pioggiola,tr1
2B236,Poggio-di-Nazza,tr1
2B238,Poggio-di-Venaco,tr2
2B239,Poggio-d'Oletta,tr4
2B241,Poggio-Marinaccio,tr3
2B242,Poggio-Mezzana,tr2
2B243,Polveroso,tr3
2B244,Popolasca,tr1
2B245,Porri,tr3
2B246,La Porta,tr3
2B248,Prato-di-Giovellina,tr1
2B250,Prunelli-di-Casacconi,tr3
2B251,Prunelli-di-Fiumorbo,tr2
2B252,Pruno,tr3
2B255,Quercitello,tr1
2B256,Rapaggio,tr4
2B257,Rapale,tr3
2B260,Riventosa,tr2
2B261,Rogliano,tr2
2B263,Rospigliani,tr1
2B264,Rusio,tr4
2B265,Rutali,tr3
2B267,Saliceto,tr1
2B273,Scata,tr3
2B274,Scolca,tr3
2B275,Sermano,tr1
2B277,Serra-di-Fiumorbo,tr2
2B280,Silvareccio,tr3
2B281,Sisco,tr4
2B283,Solaro,tr2
2B286,Sorbo-Ocagnano,tr3
2B287,Sorio,tr4
2B289,Soveria,tr1
2B290,Speloncato,tr2
2B291,Stazzona,tr3
2B292,Sant'Andréa-di-Bozio,tr1
2B293,Sant'Andréa-di-Cotone,tr1
2B296,Sant'Antonino,tr2
2B297,San-Damiano,tr4
2B298,Saint-Florent,tr2
2B299,San-Gavino-d'Ampugnani,tr3
2B301,San-Gavino-di-Tenda,tr3
2B302,San-Giovanni-di-Moriani,tr1
2B303,San-Giuliano,tr2
2B304,San-Lorenzo,tr1
2B305,San-Martino-di-Lota,tr5
2B306,Santa-Lucia-di-Mercurio,tr1
2B307,Santa-Lucia-di-Moriani,tr2
2B309,Santa-Maria-di-Lota,tr5
2B311,Santa-Maria-Poggio,tr2
2B313,San-Nicolao,tr2
2B314,Santo-Pietro-di-Tenda,tr1
2B315,Santo-Pietro-di-Venaco,tr2
2B316,Santa-Reparata-di-Balagna,tr2
2B317,Santa-Reparata-di-Moriani,tr1
2B318,Taglio-Isolaccio,tr3
2B319,Talasani,tr3
2B320,Tallone,tr1
2B321,Tarrano,tr1
2B327,Tomino,tr2
2B328,Tox,tr1
2B329,Tralonca,tr1
2B332,Urtaca,tr1
2B333,Vallecalle,tr3
2B334,Valle-d'Alesani,tr1
2B335,Valle-di-Campoloro,tr2
2B337,Valle-di-Rostino,tr3
2B338,Valle-d'Orezza,tr1
2B339,Vallica,tr1
2B340,Velone-Orneto,tr3
2B341,Venaco,tr2
2B342,Ventiseri,tr2
2B343,Venzolasca,tr3
2B344,Verdèse,tr3
2B346,Vescovato,tr3
2B347,Vezzani,tr1
2B350,Vignale,tr3
2B352,Ville-di-Paraso,tr2
2B353,Ville-di-Pietrabugno,tr5
2B354,Vivario,tr1
2B355,Volpajola,tr3
2B356,Zalana,tr1
2B361,Zilia,tr2
2B364,Zuani,tr1
2B365,San-Gavino-di-Fiumorbo,tr1
2B366,Chisa,tr1
30001,Aigaliers,tr2
30002,Aigremont,tr3
30003,Aigues-Mortes,tr5
30004,Aigues-Vives,tr5
30005,Aiguèze,tr2
30006,Aimargues,tr5
30007,Alès,tr5
30008,Allègre-les-Fumades,tr4
30009,Alzon,tr1
30010,Anduze,tr3
30011,Les Angles,tr6
30012,Aramon,tr4
30013,Argilliers,tr2
30014,Arpaillargues-et-Aureillac,tr2
30015,Arphy,tr2
30016,Arre,tr2
30017,Arrigas,tr1
30018,Aspères,tr3
30019,Aubais,tr3
30020,Aubord,tr4
30021,Aubussargues,tr2
30022,Aujac,tr1
30023,Aujargues,tr3
30024,Aulas,tr2
30025,Aumessas,tr1
30026,Avèze,tr2
30027,Bagard,tr4
30028,Bagnols-sur-Cèze,tr5
30029,Barjac,tr2
30030,Baron,tr3
30031,La Bastide-d'Engras,tr2
30032,Beaucaire,tr5
30033,Beauvoisin,tr5
30034,Bellegarde,tr5
30035,Belvézet,tr1
30036,Bernis,tr5
30037,Bessèges,tr2
30038,Bez-et-Esparon,tr2
30039,Bezouce,tr5
30040,Blandas,tr1
30041,Blauzac,tr3
30042,Boisset-et-Gaujac,tr3
30043,Boissières,tr4
30044,Bonnevaux,tr1
30045,Bordezac,tr2
30046,Boucoiran-et-Nozières,tr4
30047,Bouillargues,tr5
30048,Bouquet,tr1
30049,Bourdic,tr3
30050,Bragassargues,tr1
30051,Branoux-les-Taillades,tr5
30052,Bréau-Mars,tr2
30053,Brignon,tr4
30054,Brouzet-lès-Quissac,tr3
30055,Brouzet-lès-Alès,tr4
30056,La Bruguière,tr2
30057,Cabrières,tr4
30058,La Cadière-et-Cambo,tr1
30059,Le Cailar,tr2
30060,Caissargues,tr4
30061,La Calmette,tr4
30062,Calvisson,tr5
30064,Campestre-et-Luc,tr1
30065,Canaules-et-Argentières,tr2
30066,Cannes-et-Clairan,tr3
30067,La Capelle-et-Masmolène,tr2
30068,Cardet,tr3
30069,Carnas,tr3
30070,Carsan,tr2
30071,Cassagnoles,tr3
30072,Castelnau-Valence,tr3
30073,Castillon-du-Gard,tr2
30074,Causse-Bégon,tr1
30075,Caveirac,tr4
30076,Cavillargues,tr2
30077,Cendras,tr4
30079,Chambon,tr2
30080,Chamborigaud,tr2
30081,Chusclan,tr2
30082,Clarensac,tr5
30083,Codognan,tr5
30084,Codolet,tr2
30085,Collias,tr3
30086,Collorgues,tr3
30087,Colognac,tr1
30088,Combas,tr3
30089,Comps,tr2
30090,Concoules,tr1
30091,Congénies,tr3
30092,Connaux,tr2
30093,Conqueyrac,tr1
30094,Corbès,tr1
30095,Corconne,tr3
30096,Cornillon,tr2
30097,Courry,tr3
30098,Crespian,tr3
30099,Cros,tr1
30100,Cruviers-Lascours,tr3
30101,Deaux,tr4
30102,Dions,tr4
30103,Domazan,tr4
30104,Domessargues,tr4
30105,Dourbies,tr1
30106,Durfort-et-Saint-Martin-de-Sossenac,tr2
30107,Estézargues,tr4
30108,L'Estréchure,tr2
30109,Euzet,tr3
30110,Flaux,tr2
30111,Foissac,tr2
30112,Fons,tr5
30113,Fons-sur-Lussan,tr1
30114,Fontanès,tr2
30115,Fontarèches,tr2
30116,Fournès,tr3
30117,Fourques,tr5
30119,Fressac,tr2
30120,Gagnières,tr2
30121,Gailhan,tr3
30122,Gajan,tr5
30123,Gallargues-le-Montueux,tr3
30124,Le Garn,tr2
30125,Garons,tr4
30126,Garrigues-Sainte-Eulalie,tr3
30127,Gaujac,tr2
30128,Générac,tr5
30129,Générargues,tr3
30130,Génolhac,tr2
30131,Goudargues,tr2
30132,La Grand-Combe,tr5
30133,Le Grau-du-Roi,tr5
30134,Issirac,tr2
30135,Jonquières-Saint-Vincent,tr3
30136,Junas,tr3
30137,Lamelouze,tr3
30138,Langlade,tr5
30139,Lanuéjols,tr1
30140,Lasalle,tr2
30141,Laudun-l'Ardoise,tr5
30142,Laval-Pradel,tr4
30143,Laval-Saint-Roman,tr2
30144,Lecques,tr3
30145,Lédenon,tr4
30146,Lédignan,tr3
30147,Lézan,tr3
30148,Liouc,tr3
30149,Lirac,tr5
30150,Logrian-Florian,tr1
30151,Lussan,tr1
30152,Les Mages,tr3
30153,Malons-et-Elze,tr1
30154,Mandagout,tr2
30155,Manduel,tr5
30156,Marguerittes,tr5
30158,Martignargues,tr3
30159,Le Martinet,tr4
30160,Maruéjols-lès-Gardon,tr3
30161,Massanes,tr3
30162,Massillargues-Attuech,tr3
30163,Mauressargues,tr4
30164,Méjannes-le-Clap,tr2
30165,Méjannes-lès-Alès,tr4
30166,Meynes,tr3
30167,Meyrannes,tr3
30168,Mialet,tr3
30169,Milhaud,tr5
30170,Molières-Cavaillac,tr2
30171,Molières-sur-Cèze,tr3
30172,Monoblet,tr2
30173,Mons,tr4
30174,Montaren-et-Saint-Médiers,tr2
30175,Montclus,tr1
30176,Montdardier,tr1
30177,Monteils,tr4
30178,Montfaucon,tr5
30179,Montfrin,tr2
30180,Montignargues,tr5
30181,Montmirat,tr3
30182,Montpezat,tr4
30183,Moulézan,tr3
30184,Moussac,tr4
30185,Mus,tr5
30186,Nages-et-Solorgues,tr5
30187,Navacelles,tr3
30188,Ners,tr3
30189,Nîmes,tr6
30191,Orsan,tr5
30192,Orthoux-Sérignac-Quilhan,tr1
30193,Parignargues,tr5
30194,Peyremale,tr2
30195,Peyrolles,tr1
30196,Le Pin,tr2
30197,Les Plans,tr4
30198,Les Plantiers,tr1
30199,Pommiers,tr1
30200,Pompignan,tr3
30201,Ponteils-et-Brésis,tr1
30202,Pont-Saint-Esprit,tr5
30203,Portes,tr3
30204,Potelières,tr3
30205,Pougnadoresse,tr1
30206,Poulx,tr4
30207,Pouzilhac,tr2
30208,Puechredon,tr1
30209,Pujaut,tr4
30210,Quissac,tr2
30211,Redessan,tr5
30212,Remoulins,tr3
30213,Revens,tr1
30214,Ribaute-les-Tavernes,tr3
30215,Rivières,tr3
30216,Robiac-Rochessadoule,tr3
30217,Rochefort-du-Gard,tr4
30218,Rochegude,tr3
30219,Rogues,tr1
30220,Roquedur,tr1
30221,Roquemaure,tr5
30222,La Roque-sur-Cèze,tr2
30223,Rousson,tr5
30224,La Rouvière,tr5
30225,Sabran,tr2
30226,Saint-Alexandre,tr2
30227,Saint-Ambroix,tr3
30228,Sainte-Anastasie,tr4
30229,Saint-André-de-Majencoules,tr2
30230,Saint-André-de-Roquepertuis,tr2
30231,Saint-André-de-Valborgne,tr1
30232,Saint-André-d'Olérargues,tr2
30233,Saint-Bauzély,tr5
30234,Saint-Bénézet,tr3
30235,Saint-Bonnet-du-Gard,tr3
30236,Saint-Bonnet-de-Salendrinque,tr2
30237,Saint-Brès,tr3
30238,Saint-Bresson,tr1
30239,Sainte-Cécile-d'Andorge,tr3
30240,Saint-Césaire-de-Gauzignan,tr3
30241,Saint-Chaptes,tr4
