Code Commune,Nom Commune,Niveau de vie Commune,Niveau de vie Département
33134,Couquèques,17973.888889,20905.253619
72103,Courdemanche,17974.0,19477.614674
50105,Catteville,17974.166667,19256.184487
63283,Pontaumur,17974.666667,20539.456261
61345,Rémalard,17975.333333,18491.522533
36007,Argy,17976.0,18807.629787
07258,Saint-Julien-Vocance,17976.0,19028.097092
02762,Vassens,17976.363636,18111.48719
43055,Chaniat,17976.5,19098.534035
22260,Le Quillio,17976.666667,19902.509817
18057,Châteaumeillant,17977.142857,19395.293282
02503,Mont-d'Origny,17977.333333,18111.48719
47077,Cuzorn,17977.333333,18468.493
17061,Bran,17977.5,19676.945602
79202,Parthenay,17977.586207,19393.711247
50147,Coutances,17977.619048,19256.184487
64293,Labatut,17978.0,20478.793359
82055,Esparsac,17978.095238,18637.543811
16105,Condéon,17978.666667,19132.751584
59541,Saint-Python,17979.0,18710.357368
80372,Frucourt,17979.0,18766.226792
82093,Larrazet,17979.333333,18637.543811
40027,Bassercles,17979.444444,20031.893628
11369,Sallèles-d'Aude,17980.0,17599.733068
02260,Danizy,17980.0,18111.48719
80647,Puzeaux,17980.0,18766.226792
53236,Saint-Mars-du-Désert,17980.0,19237.04487
26314,Saint-Martin-d'Août,17980.0,19300.504181
44001,Abbaretz,17980.666667,20946.915987
59389,Masnières,17980.714286,18710.357368
02121,Breny,17981.0,18111.48719
36185,Saint-Christophe-en-Bazelle,17981.0,18807.629787
05053,Eyguians,17981.0,19202.51648
71537,Thil-sur-Arroux,17981.111111,19250.591565
59288,Haulchin,17981.2,18710.357368
71208,Frontenard,17981.904762,19250.591565
32244,Maulichères,17982.0,19445.48797
04076,Entrevaux,17982.222222,19008.420673
11193,Lasserre-de-Prouille,17982.5,17599.733068
11106,Coursan,17982.666667,17599.733068
31020,Aspet,17982.666667,21665.58377
38416,Saint-Marcellin,17983.076923,21317.967019
82115,Monclar-de-Quercy,17983.333333,18637.543811
79286,Saint-Paul-en-Gâtine,17983.333333,19393.711247
02409,Lappion,17984.666667,18111.48719
80241,Domart-en-Ponthieu,17984.666667,18766.226792
17365,Saint-Martin-d'Ary,17984.666667,19676.945602
30349,Vic-le-Fesq,17984.916667,18282.543539
61369,Saint-Bômer-les-Forges,17985.0,18491.522533
36123,Mézières-en-Brenne,17985.0,18807.629787
07274,Saint-Maurice-en-Chalencon,17985.2,19028.097092
70298,Lavigney,17985.238095,18851.05608
10278,Pargues,17985.333333,18936.851855
02511,Montigny-en-Arrouaise,17985.714286,18111.48719
88457,Sionne,17986.166667,18846.767927
09281,Sautel,17986.666667,18463.189424
86078,Civray,17986.956522,19527.047285
87172,Saint-Ouen-sur-Gartempe,17987.2,19304.985956
66104,Los Masos,17987.407407,17813.436856
53042,Brecé,17987.619048,19237.04487
37051,Champigny-sur-Veude,17987.777778,20309.171457
04018,Banon,17988.0,19008.420673
24504,Saint-Sulpice-de-Roumagnac,17988.055556,18687.801987
73047,Bonneval-sur-Arc,17988.095238,21166.752819
16281,La Rochefoucauld,17988.333333,19132.751584
46039,Brengues,17988.666667,19270.67338
64390,Moncaup,17988.8,20478.793359
44036,Châteaubriant,17988.888889,20946.915987
26262,Recoubeau-Jansac,17989.0,19300.504181
32256,Mirande,17989.0,19445.48797
11288,Pezens,17989.047619,17599.733068
16335,Saint-Martin-du-Clocher,17989.047619,19132.751584
35332,Teillay,17989.047619,20791.099979
58171,Montapas,17989.5,18835.593964
58285,Tamnay-en-Bazois,17990.0,18835.593964
53160,Montreuil-Poulay,17990.0,19237.04487
04061,Colmars,17990.434783,19008.420673
16028,Barbezieux-Saint-Hilaire,17990.645161,19132.751584
59148,Clairfayts,17991.333333,18710.357368
17221,Marsais,17991.333333,19676.945602
03018,Bayet,17991.376812,18828.862338
59035,Avesnelles,17991.428571,18710.357368
76321,Les Grandes-Ventes,17991.428571,19834.682476
80117,Bouchon,17991.666667,18766.226792
32318,Pis,17991.73913,19445.48797
46074,Condat,17991.875,19270.67338
59502,Rieux-en-Cambrésis,17991.904762,18710.357368
85205,Saint-Cyr-des-Gâts,17992.142857,19684.178482
03308,Vernusse,17992.173913,18828.862338
19142,Monestier-Port-Dieu,17992.222222,19240.725403
53088,Cuillé,17993.809524,19237.04487
53118,Le Housseau-Brétignolles,17993.809524,19237.04487
83135,Tavernes,17994.0,19997.579394
63434,Tours-sur-Meymont,17994.0,20539.456261
12077,Cornus,17994.285714,19069.431052
50040,Beauficel,17994.666667,19256.184487
22247,Pommerit-Jaudy,17995.0,19902.509817
07215,Saint-Barthélemy-le-Meil,17995.217391,19028.097092
66217,Trouillas,17995.333333,17813.436856
30035,Belvézet,17995.5,18282.543539
36173,Rosnay,17995.555556,18807.629787
64149,Bugnein,17995.625,20478.793359
27116,Brionne,17996.0,20104.929531
37188,Pouzay,17996.0,20309.171457
88406,Rugney,17996.086957,18846.767927
81197,Noailles,17996.190476,19094.667744
50097,Canville-la-Rocque,17996.5,19256.184487
88444,Le Saulcy,17996.666667,18846.767927
53107,Gorron,17996.666667,19237.04487
32375,Saint-Élix-Theux,17996.666667,19445.48797
49098,Chigné,17996.666667,19465.382893
62678,Quesques,17997.333333,17738.487318
59412,Montay,17997.541667,18710.357368
02707,Septvaux,17998.0,18111.48719
57216,Fleisheim,17998.571429,20213.474303
16314,Saint-Eutrope,17998.666667,19132.751584
23192,Saint-Étienne-de-Fursac,17999.130435,17706.664212
81078,Damiatte,17999.904762,19094.667744
24154,Douchapt,18000.0,18687.801987
64533,Tardets-Sorholus,18000.0,20478.793359
81308,Valence-d'Albigeois,18000.666667,19094.667744
53191,La Roë,18001.071429,19237.04487
81064,Castelnau-de-Montmiral,18001.304348,19094.667744
80205,Condé-Folie,18001.333333,18766.226792
80531,Méricourt-en-Vimeu,18001.5,18766.226792
33373,Saint-Antoine-sur-l'Isle,18002.0,20905.253619
57418,Loudrefing,18002.068966,20213.474303
59068,Berlaimont,18002.173913,18710.357368
57488,Moussey,18002.444444,20213.474303
71579,Villeneuve-en-Montagne,18002.5,19250.591565
40089,Doazit,18002.8,20031.893628
60178,Crèvecoeur-le-Grand,18002.857143,20774.336897
60532,Ressons-l'Abbaye,18002.857143,20774.336897
55492,Sommedieue,18003.0,19025.08246
21562,Saint-Maurice-sur-Vingeanne,18003.5,20875.574546
89125,Courson-les-Carrières,18003.548387,19359.908486
64322,Lasse,18003.944444,20478.793359
82147,Puylagarde,18004.0,18637.543811
15084,Labesserette,18004.0,18692.766897
04021,Barras,18004.0,19008.420673
54464,Rouves,18004.0,20148.048011
81262,Saint-Marcel-Campes,18004.416667,19094.667744
26160,Laveyron,18004.761905,19300.504181
17383,Saint-Pierre-de-Juillers,18004.782609,19676.945602
71275,Marcigny,18005.0,19250.591565
63281,Pionsat,18005.238095,20539.456261
79148,Lezay,18005.333333,19393.711247
55256,Jonville-en-Woëvre,18005.714286,19025.08246
28059,Brezolles,18005.925926,20598.704846
59444,Odomez,18006.0,18710.357368
12259,Sanvensa,18006.190476,19069.431052
14710,Tréprel,18006.25,19775.127206
07031,Berrias-et-Casteljau,18006.4,19028.097092
71454,Saint-Martin-du-Mont,18007.5,19250.591565
55253,Les Islettes,18008.571429,19025.08246
50387,Orglandes,18008.571429,19256.184487
89296,Perrigny-sur-Armançon,18008.904762,19359.908486
24489,Saint-Priest-les-Fougères,18009.0,18687.801987
48014,Bagnols-les-Bains,18009.0,18756.660112
03144,Liernolles,18009.0,18828.862338
34029,Bélarga,18009.333333,18686.160053
44157,Saint-Étienne-de-Mer-Morte,18010.0,20946.915987
58151,La Machine,18010.555556,18835.593964
80177,Cartigny,18010.833333,18766.226792
09189,Mérens-les-Vals,18011.5,18463.189424
09221,Ornolac-Ussat-les-Bains,18011.5,18463.189424
61040,Bellou-en-Houlme,18011.5,18491.522533
33107,Castillon-de-Castets,18011.538462,20905.253619
16406,Vilhonneur,18012.0,19132.751584
22202,Plévin,18012.0,19902.509817
14052,Beaulieu,18012.222222,19775.127206
21335,Lacour-d'Arcenay,18012.5,20875.574546
51454,Reims,18012.8,20014.663745
33044,Bellefond,18012.857143,20905.253619
84098,Roaix,18013.0,18275.532413
50348,Montmartin-en-Graignes,18013.0,19256.184487
24226,Lamothe-Montravel,18013.222222,18687.801987
50400,Picauville,18013.333333,19256.184487
12213,Saint-Beauzély,18013.888889,19069.431052
04090,Le Fugeret,18014.0,19008.420673
12195,Rebourguil,18014.0,19069.431052
55146,Dannevoux,18014.428571,19025.08246
37039,Bridoré,18014.666667,20309.171457
24136,Coubjours,18015.0,18687.801987
71198,Flacey-en-Bresse,18015.0,19250.591565
63024,Avèze,18015.263158,20539.456261
07184,Pranles,18015.333333,19028.097092
79013,Argenton-les-Vallées,18015.333333,19393.711247
24576,Veyrines-de-Vergt,18015.384615,18687.801987
27240,La Ferrière-sur-Risle,18016.0,20104.929531
83051,Entrecasteaux,18016.111111,19997.579394
08218,Les Hautes-Rivières,18016.5,17982.891628
10444,Vulaines,18016.666667,18936.851855
56203,Saint-Aignan,18016.666667,20250.673341
82013,Beaumont-de-Lomagne,18017.0,18637.543811
24257,Marsalès,18017.0,18687.801987
37279,Villiers-au-Bouin,18017.142857,20309.171457
81132,Guitalens-L'Albarède,18017.619048,19094.667744
15181,Saint-Constant,18018.0,18692.766897
70283,Haut-du-Them-Château-Lambert,18018.0,18851.05608
22267,Rouillac,18018.095238,19902.509817
50472,Saint-Georges-de-Livoye,18018.571429,19256.184487
47249,Saint-Laurent,18018.617424,18468.493
61026,Barville,18018.666667,18491.522533
30054,Brouzet-lès-Quissac,18019.0,18282.543539
62871,Wambercourt,18019.2,17738.487318
30337,Vallabrix,18019.333333,18282.543539
18021,Bannegon,18019.583333,19395.293282
58118,Fours,18020.0,18835.593964
32385,Saint-Léonard,18020.0,19445.48797
30181,Montmirat,18020.07326,18282.543539
85210,Saint-Étienne-du-Bois,18020.47619,19684.178482
22263,Le Quiou,18020.714286,19902.509817
19231,Saint-Pardoux-la-Croisille,18020.952381,19240.725403
24159,Échourgnac,18021.333333,18687.801987
41242,Selles-sur-Cher,18021.333333,19827.47346
71493,Saisy,18021.5,19250.591565
32085,Castet-Arrouy,18021.666667,19445.48797
16175,Jurignac,18022.0,19132.751584
88448,Sauville,18022.5,18846.767927
59409,Monchecourt,18023.0,18710.357368
19094,Juillac,18023.0,19240.725403
22292,Saint-Gilles-du-Mené,18023.0,19902.509817
03298,Varennes-sur-Allier,18023.333333,18828.862338
03300,Vaumas,18023.333333,18828.862338
12025,Belmont-sur-Rance,18023.333333,19069.431052
80544,Mézerolles,18023.888889,18766.226792
14462,Neuilly-la-Forêt,18024.0,19775.127206
03079,Cindré,18024.642857,18828.862338
71097,La Chapelle-Thècle,18024.666667,19250.591565
19029,Branceilles,18024.8,19240.725403
62219,Caumont,18025.0,17738.487318
02203,Coincy,18025.0,18111.48719
48038,Chambon-le-Château,18025.0,18756.660112
55075,Brauvilliers,18025.365854,19025.08246
53031,La Bigottière,18025.619048,19237.04487
76656,Saint-Victor-l'Abbaye,18026.0,19834.682476
17255,Nancras,18026.111111,19676.945602
82152,Saint-Aignan,18026.190476,18637.543811
23004,Anzême,18026.4,17706.664212
65432,Soublecause,18026.619048,19141.757709
79101,Coulonges-sur-l'Autize,18027.0,19393.711247
63428,Teilhet,18027.333333,20539.456261
17025,Aumagne,18027.619048,19676.945602
91223,Étampes,18027.804878,23141.927413
84123,Sault,18028.0,18275.532413
80598,Nouvion,18028.0,18766.226792
76597,Saint-Laurent-en-Caux,18028.0,19834.682476
92007,Bagneux,18028.0,26918.903409
62379,Gouy-en-Artois,18028.333333,17738.487318
06135,Sigale,18028.695652,20306.876419
60193,Daméraucourt,18028.821429,20774.336897
87074,Les Grands-Chézeaux,18029.333333,19304.985956
18113,Ignol,18029.333333,19395.293282
58044,La Celle-sur-Loire,18029.5,18835.593964
65398,Saléchan,18029.52381,19141.757709
17124,Courant,18029.52381,19676.945602
46063,Castelnau-Montratier,18030.0,19270.67338
46264,Saint-Denis-Catus,18030.0,19270.67338
32311,Pergain-Taillac,18030.0,19445.48797
64002,Abère,18030.0,20478.793359
33399,Saint-Félix-de-Foncaude,18030.0,20905.253619
87042,Le Châtenet-en-Dognon,18030.384615,19304.985956
14229,Dozulé,18030.47619,19775.127206
85078,Damvix,18030.8,19684.178482
60219,Escles-Saint-Pierre,18030.833333,20774.336897
22053,Éréac,18030.869565,19902.509817
81313,Le Verdier,18030.952381,19094.667744
02388,Iviers,18031.0,18111.48719
17232,Meursac,18031.333333,19676.945602
67046,Bischwiller,18031.6,21220.637854
80427,Hem-Hardinval,18031.666667,18766.226792
32119,Eauze,18032.0,19445.48797
09313,Tourtouse,18032.8,18463.189424
24243,Lisle,18033.2,18687.801987
13027,Châteaurenard,18033.846154,20006.785169
51350,Margny,18033.956522,20014.663745
39028,Aumont,18034.0,20029.655806
2B352,Ville-di-Paraso,18034.285714,18016.138123
24549,Thénac,18034.285714,18687.801987
65149,Clarac,18034.4,19141.757709
12032,Boussac,18035.238095,19069.431052
33138,Coutras,18035.384615,20905.253619
22046,Collinée,18035.714286,19902.509817
52433,Romain-sur-Meuse,18036.0,18611.899105
80245,Domléger-Longvillers,18036.0,18766.226792
72100,Courcelles-la-Forêt,18036.0,19477.614674
37115,Descartes,18036.086957,20309.171457
50182,La Feuillie,18036.190476,19256.184487
40303,Solférino,18036.666667,20031.893628
70514,Valay,18037.0,18851.05608
31063,Benque,18037.096774,21665.58377
15170,Saint-Amandin,18037.333333,18692.766897
57410,Lhor,18037.333333,20213.474303
87027,Bussière-Galant,18038.0,19304.985956
59526,Saint-Amand-les-Eaux,18038.095238,18710.357368
85059,La Châtaigneraie,18038.666667,19684.178482
54084,Mont-Bonvillers,18038.8,20148.048011
80621,Pertain,18039.047619,18766.226792
88310,Monthureux-sur-Saône,18039.047619,18846.767927
50038,Beauchamps,18039.333333,19256.184487
80360,Fressenneville,18039.5,18766.226792
42063,Chirassimont,18039.52381,19175.50605
17223,Massac,18039.52381,19676.945602
58248,Saint-Laurent-l'Abbaye,18039.547619,18835.593964
44078,Juigné-des-Moutiers,18039.583333,20946.915987
61038,Bellême,18040.0,18491.522533
15142,Neuvéglise,18040.0,18692.766897
21004,Aignay-le-Duc,18040.333333,20875.574546
53226,Saint-Hilaire-du-Maine,18040.434783,19237.04487
59140,Caullery,18040.952381,18710.357368
43048,La Chaise-Dieu,18041.2,19098.534035
53271,Villaines-la-Juhel,18041.25,19237.04487
81051,Cahuzac-sur-Vère,18041.304348,19094.667744
19271,Tudeils,18041.333333,19240.725403
64327,Lecumberry,18041.6,20478.793359
24234,Les Lèches,18041.833333,18687.801987
02248,Cuirieux,18042.0,18111.48719
80215,Coulonvillers,18042.333333,18766.226792
17062,Bresdon,18042.333333,19676.945602
01265,Montréal-la-Cluse,18042.5,22343.574665
11192,Lasbordes,18042.62,17599.733068
15044,Chastel-sur-Murat,18043.043478,18692.766897
02430,Liesse-Notre-Dame,18043.333333,18111.48719
82019,Boudou,18043.333333,18637.543811
04006,Allos,18043.333333,19008.420673
21024,Arnay-sous-Vitteaux,18043.611111,20875.574546
53071,Colombiers-du-Plessis,18043.809524,19237.04487
11380,Sonnac-sur-l'Hers,18043.928571,17599.733068
21069,Beurizot,18044.0,20875.574546
36016,Bélâbre,18044.166667,18807.629787
53131,Lesbois,18044.404762,19237.04487
36055,Clion,18044.5,18807.629787
42116,Juré,18044.666667,19175.50605
66140,Pézilla-la-Rivière,18044.833333,17813.436856
53022,La Bazouge-de-Chemeré,18045.384615,19237.04487
70555,La Villedieu-en-Fontenette,18045.555556,18851.05608
24365,Saint-Amand-de-Vergt,18046.0,18687.801987
05031,Champcella,18046.0,19202.51648
81186,Moularès,18046.666667,19094.667744
79345,Verruyes,18046.666667,19393.711247
60684,Villers-Saint-Paul,18047.0,20774.336897
03223,Saint-Christophe,18048.0,18828.862338
77327,Nangis,18048.571429,22056.478049
60168,Courcelles-Epayelles,18048.611111,20774.336897
72369,Verneil-le-Chétif,18048.75,19477.614674
36070,Éguzon-Chantôme,18048.833333,18807.629787
37084,Couesmes,18049.333333,20309.171457
57594,Roppeviller,18049.69697,20213.474303
80701,Saint-Christ-Briost,18050.0,18766.226792
10309,Prusy,18050.0,18936.851855
43201,Saint-Julien-d'Ance,18050.0,19098.534035
09274,Saint-Quentin-la-Tour,18050.555556,18463.189424
31224,Gourdan-Polignan,18050.666667,21665.58377
46067,Cazillac,18050.714286,19270.67338
82059,Faudoas,18051.0,18637.543811
62632,Oblinghem,18051.73913,17738.487318
34149,Margon,18052.0,18686.160053
70560,Villers-Bouton,18052.173913,18851.05608
62209,Canlers,18052.608696,17738.487318
80388,Grébault-Mesnil,18052.666667,18766.226792
65116,Cadéac,18052.666667,19141.757709
05050,Espinasses,18052.666667,19202.51648
89272,Moulins-sur-Ouanne,18052.666667,19359.908486
72325,Saint-Vincent-du-Lorouër,18052.857143,19477.614674
26293,Saint-Avit,18054.0,19300.504181
38561,Viriville,18054.0,21317.967019
59194,Englefontaine,18054.4,18710.357368
59246,Forest-en-Cambrésis,18054.666667,18710.357368
71553,Vareilles,18054.666667,19250.591565
36184,Saint-Chartier,18054.761905,18807.629787
16268,Poursac,18055.0,19132.751584
14559,Saint-Aubin-des-Bois,18055.0,19775.127206
80679,Ronssoy,18055.5,18766.226792
87096,La Meyze,18055.666667,19304.985956
86223,Saint-Germain,18055.714286,19527.047285
61207,Igé,18056.0,18491.522533
45031,Bellegarde,18056.0,20529.313388
16108,Coulonges,18056.666667,19132.751584
19079,Eyburie,18056.666667,19240.725403
56131,Meslan,18056.956522,20250.673341
31085,Boutx,18057.0,21665.58377
35147,Lanhélin,18057.083333,20791.099979
80644,Proyart,18057.142857,18766.226792
86009,Archigny,18057.142857,19527.047285
14664,Sallen,18057.333333,19775.127206
45315,Sully-sur-Loire,18057.333333,20529.313388
35045,Bruc-sur-Aff,18057.5,20791.099979
29291,Trégourez,18057.6,20247.76873
50111,Cerisy-la-Salle,18058.0,19256.184487
44093,Maumusson,18058.0,20946.915987
63065,Ceilloux,18058.5,20539.456261
63094,Charensat,18059.0,20539.456261
80040,Aumâtre,18059.061538,18766.226792
62902,Wizernes,18059.666667,17738.487318
15036,Chalvignac,18060.0,18692.766897
18109,Henrichemont,18060.0,19395.293282
38204,Lalley,18060.0,21317.967019
02319,Fonsomme,18060.869565,18111.48719
88135,Docelles,18061.0,18846.767927
53100,Fougerolles-du-Plessis,18061.333333,19237.04487
86104,Genouillé,18061.333333,19527.047285
64199,Diusse,18061.333333,20478.793359
17046,Bignay,18061.538462,19676.945602
39581,Vitreux,18061.73913,20029.655806
2B355,Volpajola,18062.0,18016.138123
50605,Trelly,18062.307692,19256.184487
87059,Le Dorat,18062.5,19304.985956
11368,Sallèles-Cabardès,18063.0,17599.733068
02472,Mauregny-en-Haye,18063.333333,18111.48719
70519,Vandelans,18063.75,18851.05608
24454,Saint-Martin-de-Gurson,18064.0,18687.801987
58263,Saint-Pierre-du-Mont,18064.0,18835.593964
42011,Balbigny,18064.0,19175.50605
17197,Jonzac,18064.666667,19676.945602
66204,Taurinya,18065.0,17813.436856
79007,Allonne,18065.0,19393.711247
18038,Bruère-Allichamps,18065.5,19395.293282
11207,Loupia,18065.826087,17599.733068
43112,Langeac,18066.0,19098.534035
21239,Échenon,18066.060606,20875.574546
80340,Fourcigny,18066.206897,18766.226792
61393,Saint-Germain-de-Clairefeuille,18066.25,18491.522533
42207,Saint-Chamond,18067.0,19175.50605
63007,Apchat,18067.0,20539.456261
89321,Ravières,18067.5,19359.908486
11233,Mirepeisset,18067.619048,17599.733068
46018,Le Bastit,18068.0,19270.67338
70289,Igny,18068.333333,18851.05608
16377,La Tâche,18068.333333,19132.751584
09080,Carla-de-Roquefort,18069.047619,18463.189424
08073,Bossus-lès-Rumigny,18069.130435,17982.891628
50248,Le Hommet-d'Arthenay,18069.52381,19256.184487
10293,Poivres,18070.0,18936.851855
64356,Luc-Armau,18070.0,20478.793359
38207,Lavaldens,18070.0,21317.967019
61232,Lonlay-l'Abbaye,18070.333333,18491.522533
70315,Magnoncourt,18070.434783,18851.05608
24573,Verteillac,18070.555556,18687.801987
85105,Le Gué-de-Velluire,18070.952381,19684.178482
11290,Plaigne,18071.0,17599.733068
44180,Saint-Mars-la-Jaille,18071.0,20946.915987
18047,La Chapelle-d'Angillon,18071.2,19395.293282
34103,Fontès,18071.428571,18686.160053
87111,Oradour-sur-Vayres,18071.5,19304.985956
2B096,Corte,18072.0,18016.138123
16397,Verdille,18072.222222,19132.751584
71531,La Tagnière,18072.380952,19250.591565
89005,Ancy-le-Franc,18073.043478,19359.908486
58087,Cossaye,18073.5,18835.593964
52311,Marcilly-en-Bassigny,18073.888889,18611.899105
09208,Montgauch,18074.0,18463.189424
88369,Ramonchamp,18074.0,18846.767927
2B265,Rutali,18074.285714,18016.138123
52413,Rachecourt-Suzémont,18074.5,18611.899105
40109,Gaujacq,18074.5,20031.893628
61310,Nonant-le-Pin,18075.0,18491.522533
49038,Bourg-l'Évêque,18075.0,19465.382893
49080,Châteauneuf-sur-Sarthe,18075.925926,19465.382893
66074,Eus,18076.0,17813.436856
16114,Couture,18076.0,19132.751584
63320,Saint-Avit,18076.0,20539.456261
76744,Villers-sous-Foucarmont,18076.086957,19834.682476
01191,Izenave,18076.190476,22343.574665
46157,Larroque-Toirac,18076.521739,19270.67338
18261,Thaumiers,18076.73913,19395.293282
87105,Neuvic-Entier,18077.0,19304.985956
07101,Grospierres,18077.333333,19028.097092
32315,Peyrusse-Grande,18077.391304,19445.48797
11267,Ornaisons,18077.5,17599.733068
57490,Moyenvic,18078.0,20213.474303
61386,Saint-Evroult-Notre-Dame-du-Bois,18078.333333,18491.522533
57160,Creutzwald,18078.5,20213.474303
62337,Flers,18078.666667,17738.487318
79195,Nueil-les-Aubiers,18078.75,19393.711247
42082,Dancé,18078.888889,19175.50605
52341,Morancourt,18079.0,18611.899105
62903,Zoteux,18079.166667,17738.487318
59661,Willies,18080.0,18710.357368
26137,Francillon-sur-Roubion,18080.0,19300.504181
14124,La Cambe,18080.0,19775.127206
22163,Paule,18080.0,19902.509817
89073,Champignelles,18080.153846,19359.908486
72112,Dangeul,18080.4,19477.614674
16063,Brie-sous-Chalais,18080.666667,19132.751584
88447,Saulxures-sur-Moselotte,18081.333333,18846.767927
34178,Murviel-lès-Béziers,18081.904762,18686.160053
58227,Saint-Amand-en-Puisaye,18082.380952,18835.593964
16155,Les Gours,18082.666667,19132.751584
52156,Curel,18083.2,18611.899105
70344,Meurcourt,18083.333333,18851.05608
76523,Rétonval,18083.333333,19834.682476
04057,Clamensane,18083.452381,19008.420673
34143,Loupian,18083.5,18686.160053
80086,Bernaville,18084.0,18766.226792
89481,Vireaux,18084.0,19359.908486
67421,Saales,18084.0,21220.637854
80252,Douilly,18084.666667,18766.226792
49237,La Pellerine,18084.666667,19465.382893
17436,Taillebourg,18085.0,19676.945602
76083,Bertheauville,18085.0,19834.682476
42050,La Chapelle-en-Lafaye,18085.238095,19175.50605
17253,Muron,18085.333333,19676.945602
65058,Azet,18085.6,19141.757709
86119,Joussé,18085.777778,19527.047285
17320,Saint-Coutant-le-Grand,18085.833333,19676.945602
71014,Autun,18086.0,19250.591565
89148,Druyes-les-Belles-Fontaines,18086.0,19359.908486
11334,Sainte-Camelle,18086.5,17599.733068
31471,Saint-Béat,18086.5,21665.58377
50103,Carquebut,18086.666667,19256.184487
32212,Ligardes,18086.666667,19445.48797
44116,Paimboeuf,18086.956522,20946.915987
35064,La Chapelle-de-Brain,18087.0,20791.099979
82171,Saint-Porquier,18087.181818,18637.543811
76351,Le Havre,18087.222222,19834.682476
84137,Vaison-la-Romaine,18087.75,18275.532413
52396,Poinson-lès-Nogent,18087.777778,18611.899105
07007,Alboussière,18087.957875,19028.097092
71133,La Clayette,18088.0,19250.591565
50486,Saint-Jacques-de-Néhou,18088.0,19256.184487
01053,Bourg-en-Bresse,18088.0,22343.574665
84080,Monteux,18088.095238,18275.532413
40088,Dax,18088.095238,20031.893628
58177,Montigny-en-Morvan,18088.666667,18835.593964
59051,La Bassée,18088.693548,18710.357368
82179,Septfonds,18088.75,18637.543811
44011,Belligné,18088.888889,20946.915987
38255,Montfalcon,18089.0,21317.967019
39485,Saint-Julien,18089.25,20029.655806
22289,Saint-Fiacre,18089.333333,19902.509817
51432,Pleurs,18090.0,20014.663745
39300,Lons-le-Saunier,18090.0,20029.655806
85095,Froidfond,18090.666667,19684.178482
24292,Montpeyroux,18091.0,18687.801987
18178,La Perche,18091.5,19395.293282
21581,Samerey,18091.904762,20875.574546
55481,Senon,18092.0,19025.08246
50363,Moyon,18092.0,19256.184487
60399,Le Mesnil-Saint-Firmin,18093.0,20774.336897
49054,Candé,18093.076923,19465.382893
51388,Mourmelon-le-Grand,18094.5,20014.663745
04041,Le Castellet,18095.0,19008.420673
42243,Saint-Julien-d'Oddes,18095.5,19175.50605
86249,Saires,18095.5,19527.047285
67488,Thal-Drulingen,18095.666667,21220.637854
71078,Chamilly,18095.714286,19250.591565
36053,Ciron,18095.777778,18807.629787
24380,Saint-Barthélemy-de-Bellegarde,18096.0,18687.801987
88361,Provenchères-sur-Fave,18096.0,18846.767927
80183,Cerisy-Buleux,18096.086957,18766.226792
47020,Baleyssagues,18096.190476,18468.493
2B298,Saint-Florent,18096.5,18016.138123
24550,Thenon,18096.666667,18687.801987
59206,Escaudoeuvres,18096.666667,18710.357368
88515,Vioménil,18097.0,18846.767927
17026,Authon-Ébéon,18097.0,19676.945602
59384,Maroilles,18098.0,18710.357368
24012,Archignac,18098.115942,18687.801987
52406,Pressigny,18098.26087,18611.899105
23240,Saint-Silvain-Bas-le-Roc,18098.461538,17706.664212
64489,Saint-Martin-d'Arberoue,18098.666667,20478.793359
31135,Cazères,18098.666667,21665.58377
31199,Fronsac,18098.76087,21665.58377
55142,Dainville-Bertheléville,18098.888889,19025.08246
19264,Soursac,18099.0,19240.725403
2B148,Lucciana,18099.25,18016.138123
47060,Caudecoste,18099.333333,18468.493
88261,Laval-sur-Vologne,18099.444444,18846.767927
04069,Demandolx,18100.0,19008.420673
50593,Teurthéville-Bocage,18100.0,19256.184487
21139,Champeau-en-Morvan,18100.333333,20875.574546
39075,Bréry,18100.769231,20029.655806
66081,Fontrabiouse,18101.107143,17813.436856
03280,Terjat,18101.333333,18828.862338
11312,Ribouisse,18101.428571,17599.733068
29102,Landeleau,18101.73913,20247.76873
55338,Milly-sur-Bradon,18102.0,19025.08246
87095,Meuzac,18102.0,19304.985956
39385,Neublans-Abergement,18102.0,20029.655806
37026,Betz-le-Château,18102.0,20309.171457
61421,Saint-Mars-d'Égrenne,18102.173913,18491.522533
53055,Chantrigné,18102.333333,19237.04487
71291,Melay,18102.608696,19250.591565
89312,Précy-le-Sec,18102.857143,19359.908486
31493,Saint-Lary-Boujean,18103.030303,21665.58377
36229,Varennes-sur-Fouzon,18103.333333,18807.629787
14480,Osmanville,18103.6,19775.127206
59176,Doignies,18103.703704,18710.357368
21663,Venarey-les-Laumes,18103.809524,20875.574546
34175,Mourèze,18104.347826,18686.160053
2B079,Castello-di-Rostino,18105.0,18016.138123
18009,Arcomps,18106.0,19395.293282
72126,Épineu-le-Chevreuil,18106.0,19477.614674
62033,Annay,18106.086957,17738.487318
14506,Planquery,18106.111111,19775.127206
07276,Saint-Michel-d'Aurance,18106.190476,19028.097092
07111,Juvinas,18106.521739,19028.097092
08083,Brévilly,18106.666667,17982.891628
18269,Vailly-sur-Sauldre,18106.666667,19395.293282
31034,Auzas,18107.2,21665.58377
15133,Montmurat,18107.5,18692.766897
88503,Vexaincourt,18107.5,18846.767927
31483,Saint-Gaudens,18107.826087,21665.58377
61281,Moncy,18108.846154,18491.522533
